MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
794432,Patrícia de Álvares,0,0,0,0,6.3,5.3,6.7,5.9,,3,2,6,HUMANAS
754217,Poliana de Paranhos Marinho,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,5,5,DIFICULDADE
771850,Leopoldo de Pacheco Barroso,1,1,1,3,0.0,0.0,0.0,0.0,,2,1,5,DIFICULDADE
410346,Ronaldo Moisés Ocrozvyman Júnior,0,0,0,0,5.4,6.2,5.3,4.6,1.0,2,3,5,DIFICULDADE
259804,João Quazoesman Ribeiro,0,0,0,0,6.3,4.9,6.7,6.3,1.0,3,4,3,HUMANAS
824374,Gabriel Kuyuoha de Britto Júnior,0,0,0,0,6.6,6.1,6.0,,,4,4,3,EXATAS
122981,Úrsula Zulmira de Medeiros,0,0,0,0,6.5,4.3,5.8,5.9,1.0,3,5,6,EXATAS
563881,Lívia de Aguiar,0,0,0,0,5.5,6.2,5.3,5.3,1.0,5,3,7,EXATAS
790640,Maíra Eunice da Silva Toritoza,0,0,0,0,7.1,6.4,6.4,,1.0,5,2,6,EXATAS
366054,Elói Geraldo da Silva,0,0,0,0,5.8,5.8,4.9,5.3,1.0,2,5,3,EXATAS
946190,Luciano Laércio Onupison Klein,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,1,7,DIFICULDADE
633420,Laís de Souza Pimenta,0,0,0,0,6.6,6.0,5.3,5.3,0.0,2,0,8,EXATAS
974420,Hilda Fernanda dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,,7,5,3,DIFICULDADE
681625,Ingrid de França,0,0,0,0,5.4,5.8,5.5,4.4,1.0,3,2,5,DIFICULDADE
179657,Maria Kuumusu de Mendonça Linbre,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,8,DIFICULDADE
420374,Edinaldo Elias Werner,0,0,0,0,6.9,7.4,6.9,5.7,,13,6,3,HUMANAS
527716,Priscila de Drummond,0,0,0,0,7.9,7.2,9.4,7.9,1.0,12,5,4,EXCELENTE
238401,Raí Nathan de Alvim Omcydi Brasil,1,1,3,3,0.0,0.0,0.0,0.0,1.0,4,5,6,DIFICULDADE
276270,Eulália Rose Brale de Paiva,0,0,0,0,6.7,6.9,8.8,7.2,0.0,14,6,2,HUMANAS
656672,Martin Gilson Mepi de Souza Rulasteges,0,0,0,0,6.2,5.6,5.6,5.8,1.0,2,1,6,EXATAS
920238,Sheila Tainá Klein,0,0,0,0,6.9,7.2,6.2,5.3,1.0,2,5,5,EXATAS
981095,Everaldo de Sampaio Shimibize Ualã Neto,0,0,0,0,7.2,7.1,7.7,5.8,0.0,5,2,3,HUMANAS
430665,Celso de Ferraz,0,0,0,0,5.8,4.9,5.4,4.6,1.0,1,2,6,DIFICULDADE
274035,Suellen Podazmu de Junqueira,0,0,0,0,7.2,7.1,6.5,,0.0,8,4,5,EXATAS
865260,Gisele de Antunes da Silva Noda,0,0,1,1,4.9,5.4,0.0,0.0,0.0,3,0,8,DIFICULDADE
665507,Uribe César Bamornny,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,3,4,DIFICULDADE
248106,Samanta Milene dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,6,DIFICULDADE
854815,Vanda Oirn Trevisan,0,0,0,0,6.1,6.9,7.6,,0.0,5,3,5,HUMANAS
256055,Edivaldo Sebastião Lopes Júnior,0,0,0,0,5.5,6.6,7.6,5.8,,7,0,3,HUMANAS
917746,Aline Coeo de Albuquerque Ribeiro,0,0,0,0,6.5,7.1,6.8,7.0,0.0,3,4,4,HUMANAS
859689,Edinaldo Gomes Tauean,0,0,0,0,4.3,5.9,6.9,5.5,,4,0,4,HUMANAS
983487,Ismael Mateus de Matos Oiuã,0,0,0,0,6.3,5.2,6.9,5.2,1.0,5,3,3,HUMANAS
720646,Fernanda de Ferreira,0,0,0,0,6.5,5.1,5.3,5.2,1.0,2,3,5,EXATAS
446070,Gilberto Jacinto de Teixeira,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,3,6,DIFICULDADE
171680,Leni de Sampaio Peufala,1,3,1,3,0.0,0.0,0.0,0.0,0.0,5,4,5,DIFICULDADE
894529,Benjamin Itamar da Silva Lovo,1,3,3,3,0.0,0.0,0.0,0.0,,4,5,3,DIFICULDADE
116148,Regina Léia de Diniz,0,0,0,0,6.5,6.2,5.7,4.9,1.0,4,4,4,EXATAS
444277,Célia Zauke de Pereira da Encarnação,0,0,0,0,5.8,5.6,6.4,5.5,0.0,4,4,3,DIFICULDADE
498557,Otto do Piauí de Alvim Júnior,0,0,0,0,5.8,5.2,5.6,5.0,1.0,2,2,3,EXATAS
388985,Karl Washington Acliauão Ruzeiz,0,0,0,0,6.4,6.7,5.0,5.5,,3,0,8,EXATAS
814672,Rose Valeska de Figueira dos Santos,0,0,0,0,6.5,5.6,6.6,6.1,1.0,0,2,5,HUMANAS
782898,Demilson de Lemos do Amazonas Júnior,0,0,1,1,6.8,6.1,0.0,0.0,1.0,4,5,3,DIFICULDADE
531945,Cristiane dos Santos,0,0,0,0,5.1,4.5,4.5,4.5,,3,5,3,DIFICULDADE
357174,Rosa Renata Agodravic,0,0,0,0,6.8,6.5,7.3,5.0,1.0,4,6,4,HUMANAS
808430,Laís Rosatto,1,1,1,1,0.0,0.0,0.0,,1.0,8,0,3,DIFICULDADE
664269,Jéssica Xilena de Vargas,1,1,3,3,0.0,0.0,0.0,0.0,1.0,3,4,3,DIFICULDADE
453165,Matheus Marco Ketebu de Mendonça,0,0,1,1,4.9,5.2,0.0,0.0,1.0,3,2,6,DIFICULDADE
678364,Anne Marlene Freire de Vasconcelos,0,0,0,0,5.8,5.5,4.9,5.3,1.0,8,2,6,DIFICULDADE
342822,Valeska Violeta Begupuho de Rezende,0,0,0,0,6.4,5.7,6.8,,1.0,3,3,5,HUMANAS
562494,Maria Valeska Ornrupeã,0,0,0,0,7.1,7.5,6.6,6.5,1.0,6,4,6,MUITO_BOM
278495,Benjamin Gozuchi Paim,0,0,0,0,5.3,6.2,5.7,5.4,1.0,16,0,1,EXATAS
957837,Mariano Jairo Arorn Coutinho,0,0,0,0,6.9,6.6,5.6,,1.0,4,0,8,EXATAS
769531,Olavo Bopoão,0,0,0,0,6.5,6.7,5.4,5.1,,2,2,6,EXATAS
741916,José Davi Abui de Lacerda,0,0,0,0,6.1,5.9,7.0,5.3,1.0,5,5,3,HUMANAS
682048,Gilson de Diniz Gutierrez,0,0,0,0,6.0,5.4,6.7,4.6,,5,5,4,DIFICULDADE
656192,Susan de Tavares Dias Torres,0,0,0,0,6.4,5.8,6.0,6.1,,2,2,5,EXATAS
143151,Heloísa Eliomar de Fonseca,1,1,1,1,0.0,0.0,0.0,,1.0,1,2,6,DIFICULDADE
311948,Anne Celina de Paiva,0,0,0,0,6.4,5.8,5.4,,1.0,3,2,6,DIFICULDADE
489139,Eliane de Rezende,0,0,0,0,5.5,5.5,5.5,5.3,1.0,13,2,3,EXATAS
153614,Jason Augusto de Salvador,3,3,1,1,0.0,0.0,0.0,0.0,,3,5,4,DIFICULDADE
721684,Monique Naves Weber,0,0,0,0,6.7,6.8,5.6,6.2,0.0,5,1,7,EXATAS
264469,Luan Benjamin de Souza,0,0,0,0,6.4,7.1,5.3,6.5,0.0,8,5,3,EXATAS
447338,Monique de Pereira Barroso,0,0,0,0,7.1,6.9,5.6,,1.0,5,7,3,EXATAS
405545,Walderice Borba,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,1,3,DIFICULDADE
466888,Yeda Roberta Trevisan,0,0,0,0,6.2,5.6,5.4,6.0,1.0,5,2,3,EXATAS
313990,Abigail Denise de Abreu,0,0,0,0,5.6,5.1,5.1,5.3,,2,1,7,EXATAS
600677,Samara Islil de Salvador,0,0,0,0,5.8,6.8,6.3,5.5,0.0,3,6,3,EXATAS
365884,Sâmia do Espírito Santo da Silva,0,0,0,0,6.6,7.2,6.1,7.1,0.0,5,5,2,EXATAS
896512,Jonathan Jacinto dos Santos de Pereira,0,0,0,0,5.9,6.0,6.0,,1.0,5,0,6,DIFICULDADE
242935,Oliver Franco Neto,0,0,0,0,5.8,6.9,5.1,7.1,1.0,2,2,5,EXATAS
215443,Ricardo Jair de Lins dos Santos,0,0,0,0,6.3,5.1,6.2,5.2,1.0,6,5,2,EXATAS
479858,Bóris Unoneirn,0,0,0,0,5.3,4.2,5.7,4.6,0.0,4,2,5,DIFICULDADE
182198,Daniel Chico de Brandão da Conceição,0,0,0,0,5.6,5.3,4.6,5.6,0.0,4,2,6,DIFICULDADE
751223,Fernanda Lili Revoson,0,0,0,0,6.1,6.3,5.1,5.4,1.0,2,4,4,EXATAS
316438,Ezequiel Raí Obrolan,0,0,0,0,7.3,7.3,7.4,6.4,1.0,5,4,5,MUITO_BOM
578987,Arnaldo Euson da Silva,0,0,1,1,6.7,6.7,0.0,0.0,1.0,2,0,3,DIFICULDADE
687092,Michele Sônia Gutierrez,0,0,0,0,6.0,5.6,6.3,5.6,,4,3,3,EXATAS
928838,Damares da Silva,0,0,0,0,5.1,5.5,5.0,,1.0,3,1,3,DIFICULDADE
449477,Christie Jeniffer Baawaba Rane Nta,0,0,0,0,8.6,8.3,8.8,,0.0,17,6,1,EXCELENTE
297474,Christie Buarque de Oliveira Naves,0,0,0,0,7.3,7.0,8.5,,1.0,5,2,1,HUMANAS
223963,Álvaro Portugal Trevisan,0,0,0,0,4.8,6.0,4.7,,1.0,2,0,8,EXATAS
572706,Rosilda Ityman,0,0,0,0,6.8,5.8,5.4,,1.0,3,4,4,EXATAS
819040,Luiza Góis Zikra de Oliva,0,0,0,0,5.6,5.9,4.9,5.4,0.0,3,2,3,DIFICULDADE
916699,Leonara dos Santos,3,1,1,1,0.0,0.0,0.0,0.0,1.0,6,2,6,DIFICULDADE
275950,Gislaine de Soares Ipil Pohepupo,0,0,0,0,7.4,8.1,6.4,7.2,1.0,3,5,1,EXATAS
111466,Michel Israel Omvon Chioulão,0,0,0,0,5.8,5.6,4.8,4.8,,2,2,5,DIFICULDADE
988513,Liane Zulmira do Rio de Pereira,0,0,0,0,6.4,5.9,5.4,,1.0,2,3,5,EXATAS
274830,Willian Gabriel Ombivic do Prado,0,0,0,0,6.2,5.9,5.9,4.9,1.0,3,2,4,DIFICULDADE
589648,Robson de Aguiar Jichipato,1,1,3,1,0.0,0.0,0.0,0.0,,14,2,1,DIFICULDADE
189509,Ivan Fagner de Junqueira Imbuião Júnior,0,0,0,0,6.8,6.4,5.9,6.1,,12,5,3,EXATAS
380169,Jonathan de Pereira Broldasornvic,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
805664,Janete Lúcia de Barbosa Egri do Piauí,0,0,0,0,6.1,6.0,6.2,5.9,1.0,5,1,6,EXATAS
609915,Paulínia Celeste Pinhão Crobroezman de Paiva,0,0,0,0,7.3,7.7,8.2,8.0,0.0,10,5,3,HUMANAS
782851,Paula Elsyz,0,0,0,0,6.3,6.6,5.6,5.5,0.0,1,2,7,EXATAS
683384,Cícero do Prado Júnior,0,0,0,0,7.1,6.0,6.7,6.6,0.0,11,5,3,HUMANAS
751466,Nicolas Roberto de Nogueira,0,0,0,0,6.0,5.9,5.9,5.2,0.0,2,2,3,DIFICULDADE
223470,André de Oliva Neto,0,0,0,0,6.4,6.4,5.6,5.8,,2,4,5,EXATAS
919882,Bruna Dina de Barboza da Gama,0,0,0,0,7.3,7.4,6.7,6.5,0.0,13,5,4,HUMANAS
509816,Alessandra Laís de Cabral,0,0,0,0,6.7,6.4,4.8,5.6,,4,2,3,EXATAS
499936,Olavo Cleberson Milani de Álvares Júnior,0,0,3,1,4.8,5.2,0.0,,1.0,2,5,4,DIFICULDADE
686972,Marco de Souza Driynison,0,0,0,0,6.4,5.4,4.5,4.9,1.0,4,5,3,EXATAS
562624,Poliana da Paz Teles,0,0,0,0,6.4,5.9,6.9,,1.0,3,2,3,HUMANAS
627850,Vera Heloísa de Carvalho da Silva,0,0,0,0,7.9,8.1,7.2,6.6,1.0,4,0,3,HUMANAS
281174,Eleriane Isaiane de Sampaio da Silva,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,5,3,DIFICULDADE
806648,Ariana Samanta de Barbosa,0,0,0,0,4.6,5.3,6.7,4.6,1.0,9,2,2,DIFICULDADE
338318,Filipe de Martins Tlasi Aelu,0,0,0,0,5.4,4.6,5.3,5.7,1.0,2,0,3,DIFICULDADE
882962,Sílvio Miguel dos Reis Nunes,0,0,0,0,6.4,6.3,7.4,,0.0,3,2,6,HUMANAS
971089,Rafaela Naves Pima Glaiov,0,0,0,0,7.1,6.5,5.3,6.2,0.0,2,2,6,EXATAS
621598,Rita Gaeman,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
611915,Cecília Cícera do Piauí de Machado,0,0,0,0,6.9,6.6,6.1,,0.0,5,0,4,EXATAS
160124,Clara de Garcia,0,0,0,0,7.1,7.3,6.2,6.2,0.0,3,2,4,EXATAS
945283,Jeniffer Luzia Yfozvic,0,0,0,0,5.3,5.7,5.5,5.5,0.0,5,2,4,EXATAS
669589,Celina Câmara,0,0,0,0,7.5,7.0,6.9,5.8,0.0,17,6,2,HUMANAS
918460,Sandra Margarida Izmmeão Yilaman,0,0,1,1,5.1,5.3,0.0,0.0,1.0,9,2,6,EXATAS
454461,Denis dos Reis Yare,0,0,0,0,6.9,4.6,5.4,5.4,,3,0,4,DIFICULDADE
122467,Geraldo Karl Onovlosy Vrysoes Prycantaman,0,0,0,0,7.0,7.7,6.8,,1.0,3,5,3,MUITO_BOM
491025,Sônia de Angola,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
670349,Luciano Castelo de Oliveira,0,0,0,0,5.4,5.3,5.0,5.6,1.0,3,4,4,DIFICULDADE
655352,Júlia de Antunes,0,0,0,0,7.8,7.9,8.7,7.7,1.0,5,2,2,EXCELENTE
561340,Priscila Tatiane da Silva,0,0,0,0,6.8,7.0,7.4,5.7,1.0,2,2,5,HUMANAS
697547,Milene Ivete de Figueira Fontes Rassili,0,0,0,0,7.1,7.1,7.3,,0.0,16,5,2,MUITO_BOM
685831,Cauê de Lemes Seixas,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,0,3,DIFICULDADE
225253,Ariel Samila Foyromovic,0,0,0,0,7.8,7.8,7.6,7.1,,11,5,4,HUMANAS
355318,Joelma de Souza Ezvyn Evly,0,0,0,0,6.5,7.2,7.3,,0.0,7,2,5,HUMANAS
585214,Abigail Alessandra Oleuoman,0,0,0,0,6.0,6.2,4.8,5.5,,2,4,4,EXATAS
644221,Hamilton Luigi de Pacheco,0,0,0,0,6.9,7.7,6.5,,,3,3,2,EXATAS
511995,Nayara Tlepum de Martins,0,0,0,0,7.6,7.7,7.7,7.0,1.0,4,4,3,EXCELENTE
519316,Everton Isac Borba,0,0,0,0,6.9,7.2,5.3,6.4,0.0,11,4,2,EXATAS
767433,Leila de Vasconcelos,0,0,0,0,6.7,5.7,5.7,,0.0,18,7,2,EXATAS
719557,Mirela Elisete Klehey Dutra,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFICULDADE
540695,Lígia Eiern,1,1,1,3,0.0,0.0,0.0,0.0,1.0,4,2,4,DIFICULDADE
721876,Maria Tebu Acloson,0,0,0,0,6.6,6.4,4.7,,0.0,3,2,6,EXATAS
732599,Túlio de Magalhães,0,0,0,0,6.3,5.5,6.9,6.2,0.0,3,2,4,DIFICULDADE
302890,Laerte da Silva,3,1,3,3,0.0,0.0,0.0,,,3,3,3,DIFICULDADE
239351,Eulália Ariel Pinto,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,3,DIFICULDADE
944997,Graziele Vanessa Iaskuno Weiss,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFICULDADE
498264,José dos Santos de Munhoz,0,0,0,0,6.7,6.9,7.2,6.4,0.0,7,2,5,HUMANAS
641096,Vitor de Souza,0,0,0,0,7.1,6.9,7.1,6.4,0.0,12,6,3,HUMANAS
625232,Rute Esurn de Moura Gomes,0,0,0,0,6.1,5.4,7.0,5.2,0.0,2,2,3,HUMANAS
920941,José dos Santos,0,0,0,0,7.2,7.3,7.1,6.3,0.0,6,5,3,HUMANAS
502417,Ayrton Isom de Pereira,0,0,0,0,6.2,6.5,7.0,,0.0,4,0,4,HUMANAS
971180,Isabela de Lins Blydacruylvic,0,0,0,0,6.7,5.9,5.5,,1.0,4,0,8,EXATAS
588440,Jackson Jardel da Silva de Arruda,0,0,0,0,6.7,7.2,5.2,,1.0,5,0,5,EXATAS
164129,Roberto de Peixoto Roei da Silva Neto,0,0,0,0,6.0,5.5,5.1,4.3,0.0,3,5,3,DIFICULDADE
136659,Isac da Silva,1,3,1,1,0.0,0.0,0.0,,1.0,3,2,4,DIFICULDADE
241606,Reginaldo Kauê Dutra Hosechi da Silva Júnior,0,0,0,0,6.3,4.8,5.5,4.8,1.0,2,5,3,EXATAS
581551,Guilherme da Silva de Cardoso Júnior,0,0,0,0,6.9,7.0,6.2,6.4,1.0,3,2,3,EXATAS
