MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
419994,51,0,0,0,0,6.5,6.7,7.3,5.3,0.0,3,0,3,HUMANAS
346568,52,0,0,0,0,6.2,6.2,4.8,6.0,0.0,10,5,1,DIFICULDADE
785039,53,0,0,0,0,6.0,5.3,4.9,5.0,1.0,1,2,6,DIFICULDADE
336386,54,0,0,0,0,4.9,5.2,5.5,5.7,1.0,0,2,1,EXATAS
472125,55,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
120982,56,0,0,0,0,7.6,7.2,6.8,6.4,1.0,3,0,3,HUMANAS
173762,57,0,0,0,0,5.7,4.3,5.7,0.0,1.0,0,0,8,EXATAS
133076,58,1,1,1,1,0.0,0.0,0.0,0.0,0.0,21,6,2,DIFICULDADE
244232,59,0,0,1,1,5.2,4.9,0.0,0.0,1.0,3,2,6,DIFICULDADE
432793,60,0,0,0,0,5.2,5.2,5.9,0.0,0.0,2,4,4,DIFICULDADE
727230,61,0,0,0,0,6.1,5.5,5.1,5.6,1.0,0,2,6,EXATAS
121294,62,0,0,0,0,7.4,6.6,5.7,0.0,1.0,0,5,3,EXATAS
683121,63,0,0,0,0,6.8,7.4,8.7,7.6,0.0,2,5,3,MUITO_BOM
232491,64,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,0,6,DIFICULDADE
782070,65,0,0,0,0,6.4,5.5,4.9,6.2,1.0,5,0,3,DIFICULDADE
823254,66,0,0,0,0,6.0,5.8,4.9,0.0,1.0,6,3,5,EXATAS
209033,67,0,0,0,0,6.5,6.0,6.9,6.2,0.0,8,0,1,HUMANAS
196963,68,0,0,0,0,6.1,5.8,5.3,0.0,1.0,7,2,4,DIFICULDADE
321072,69,0,0,0,0,6.7,6.7,6.8,6.3,0.0,4,3,4,HUMANAS
449186,70,0,0,0,0,6.6,4.7,5.6,4.4,1.0,1,3,5,EXATAS
354651,71,0,0,0,0,6.1,4.6,4.7,5.1,0.0,7,5,3,EXATAS
743378,72,0,0,0,0,6.1,6.5,4.6,5.0,1.0,0,2,3,EXATAS
481412,73,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,3,6,DIFICULDADE
176810,74,0,0,3,1,4.7,4.8,0.0,0.0,0.0,3,5,5,DIFICULDADE
228605,75,0,0,0,0,6.2,6.0,4.9,6.3,1.0,3,2,2,EXATAS
748596,76,0,0,0,0,7.5,7.3,8.1,6.0,0.0,4,5,3,HUMANAS
916770,77,0,0,0,0,7.1,6.2,7.7,0.0,0.0,2,5,3,HUMANAS
458344,78,0,0,0,0,7.6,7.7,7.9,0.0,1.0,17,7,2,MUITO_BOM
349438,79,0,0,0,0,5.7,5.6,5.2,5.7,1.0,2,5,3,DIFICULDADE
572626,80,0,0,0,0,5.2,5.0,4.6,5.0,0.0,4,0,4,EXATAS
694666,81,0,0,0,0,6.4,5.9,6.5,4.7,1.0,9,2,3,EXATAS
705401,82,0,0,0,0,7.1,6.5,5.9,0.0,0.0,4,3,6,EXATAS
652794,83,0,0,0,0,7.1,7.0,8.3,7.8,0.0,5,4,2,HUMANAS
997787,84,0,0,0,0,5.9,6.4,7.5,4.6,1.0,5,2,4,MUITO_BOM
384711,85,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7,7,4,DIFICULDADE
545750,86,0,0,0,0,7.1,7.3,7.3,7.1,0.0,4,5,3,HUMANAS
148616,87,1,3,3,1,0.0,0.0,0.0,0.0,1.0,5,3,5,DIFICULDADE
794432,88,0,0,0,0,6.3,5.3,6.7,5.9,0.0,3,2,6,HUMANAS
754217,89,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,5,5,DIFICULDADE
771850,90,1,1,1,3,0.0,0.0,0.0,0.0,0.0,2,1,5,DIFICULDADE
410346,91,0,0,0,0,5.4,6.2,5.3,4.6,1.0,2,3,5,DIFICULDADE
259804,92,0,0,0,0,6.3,4.9,6.7,6.3,1.0,3,4,3,HUMANAS
824374,93,0,0,0,0,6.6,6.1,6.0,0.0,0.0,4,4,3,EXATAS
122981,94,0,0,0,0,6.5,4.3,5.8,5.9,1.0,3,5,6,EXATAS
563881,95,0,0,0,0,5.5,6.2,5.3,5.3,1.0,5,3,7,EXATAS
790640,96,0,0,0,0,7.1,6.4,6.4,0.0,1.0,5,2,6,EXATAS
366054,97,0,0,0,0,5.8,5.8,4.9,5.3,1.0,2,5,3,EXATAS
946190,98,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,1,7,DIFICULDADE
633420,99,0,0,0,0,6.6,6.0,5.3,5.3,0.0,2,0,8,EXATAS
974420,100,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7,5,3,DIFICULDADE
681625,101,0,0,0,0,5.4,5.8,5.5,4.4,1.0,3,2,5,DIFICULDADE
179657,102,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,8,DIFICULDADE
420374,103,0,0,0,0,6.9,7.4,6.9,5.7,0.0,13,6,3,HUMANAS
527716,104,0,0,0,0,7.9,7.2,9.4,7.9,1.0,12,5,4,EXCELENTE
238401,105,1,1,3,3,0.0,0.0,0.0,0.0,1.0,4,5,6,DIFICULDADE
276270,106,0,0,0,0,6.7,6.9,8.8,7.2,0.0,14,6,2,HUMANAS
656672,107,0,0,0,0,6.2,5.6,5.6,5.8,1.0,2,1,6,EXATAS
920238,108,0,0,0,0,6.9,7.2,6.2,5.3,1.0,2,5,5,EXATAS
981095,109,0,0,0,0,7.2,7.1,7.7,5.8,0.0,5,2,3,HUMANAS
430665,110,0,0,0,0,5.8,4.9,5.4,4.6,1.0,1,2,6,DIFICULDADE
274035,111,0,0,0,0,7.2,7.1,6.5,0.0,0.0,8,4,5,EXATAS
865260,112,0,0,1,1,4.9,5.4,0.0,0.0,0.0,3,0,8,DIFICULDADE
665507,113,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,3,4,DIFICULDADE
248106,114,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,6,DIFICULDADE
854815,115,0,0,0,0,6.1,6.9,7.6,0.0,0.0,5,3,5,HUMANAS
256055,116,0,0,0,0,5.5,6.6,7.6,5.8,0.0,7,0,3,HUMANAS
917746,117,0,0,0,0,6.5,7.1,6.8,7.0,0.0,3,4,4,HUMANAS
859689,118,0,0,0,0,4.3,5.9,6.9,5.5,0.0,4,0,4,HUMANAS
983487,119,0,0,0,0,6.3,5.2,6.9,5.2,1.0,5,3,3,HUMANAS
720646,120,0,0,0,0,6.5,5.1,5.3,5.2,1.0,2,3,5,EXATAS
446070,121,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,3,6,DIFICULDADE
171680,122,1,3,1,3,0.0,0.0,0.0,0.0,0.0,5,4,5,DIFICULDADE
894529,123,1,3,3,3,0.0,0.0,0.0,0.0,0.0,4,5,3,DIFICULDADE
116148,124,0,0,0,0,6.5,6.2,5.7,4.9,1.0,4,4,4,EXATAS
444277,125,0,0,0,0,5.8,5.6,6.4,5.5,0.0,4,4,3,DIFICULDADE
498557,126,0,0,0,0,5.8,5.2,5.6,5.0,1.0,2,2,3,EXATAS
388985,127,0,0,0,0,6.4,6.7,5.0,5.5,0.0,3,0,8,EXATAS
814672,128,0,0,0,0,6.5,5.6,6.6,6.1,1.0,0,2,5,HUMANAS
782898,129,0,0,1,1,6.8,6.1,0.0,0.0,1.0,4,5,3,DIFICULDADE
531945,130,0,0,0,0,5.1,4.5,4.5,4.5,0.0,3,5,3,DIFICULDADE
357174,131,0,0,0,0,6.8,6.5,7.3,5.0,1.0,4,6,4,HUMANAS
808430,132,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,0,3,DIFICULDADE
664269,133,1,1,3,3,0.0,0.0,0.0,0.0,1.0,3,4,3,DIFICULDADE
453165,134,0,0,1,1,4.9,5.2,0.0,0.0,1.0,3,2,6,DIFICULDADE
678364,135,0,0,0,0,5.8,5.5,4.9,5.3,1.0,8,2,6,DIFICULDADE
342822,136,0,0,0,0,6.4,5.7,6.8,0.0,1.0,3,3,5,HUMANAS
562494,137,0,0,0,0,7.1,7.5,6.6,6.5,1.0,6,4,6,MUITO_BOM
278495,138,0,0,0,0,5.3,6.2,5.7,5.4,1.0,16,0,1,EXATAS
957837,139,0,0,0,0,6.9,6.6,5.6,0.0,1.0,4,0,8,EXATAS
769531,140,0,0,0,0,6.5,6.7,5.4,5.1,0.0,2,2,6,EXATAS
741916,141,0,0,0,0,6.1,5.9,7.0,5.3,1.0,5,5,3,HUMANAS
682048,142,0,0,0,0,6.0,5.4,6.7,4.6,0.0,5,5,4,DIFICULDADE
656192,143,0,0,0,0,6.4,5.8,6.0,6.1,0.0,2,2,5,EXATAS
143151,144,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2,6,DIFICULDADE
311948,145,0,0,0,0,6.4,5.8,5.4,0.0,1.0,3,2,6,DIFICULDADE
489139,146,0,0,0,0,5.5,5.5,5.5,5.3,1.0,13,2,3,EXATAS
153614,147,3,3,1,1,0.0,0.0,0.0,0.0,0.0,3,5,4,DIFICULDADE
721684,148,0,0,0,0,6.7,6.8,5.6,6.2,0.0,5,1,7,EXATAS
264469,149,0,0,0,0,6.4,7.1,5.3,6.5,0.0,8,5,3,EXATAS
447338,150,0,0,0,0,7.1,6.9,5.6,0.0,1.0,5,7,3,EXATAS
405545,151,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,1,3,DIFICULDADE
466888,152,0,0,0,0,6.2,5.6,5.4,6.0,1.0,5,2,3,EXATAS
313990,153,0,0,0,0,5.6,5.1,5.1,5.3,0.0,2,1,7,EXATAS
600677,154,0,0,0,0,5.8,6.8,6.3,5.5,0.0,3,6,3,EXATAS
365884,155,0,0,0,0,6.6,7.2,6.1,7.1,0.0,5,5,2,EXATAS
896512,156,0,0,0,0,5.9,6.0,6.0,0.0,1.0,5,0,6,DIFICULDADE
242935,157,0,0,0,0,5.8,6.9,5.1,7.1,1.0,2,2,5,EXATAS
215443,158,0,0,0,0,6.3,5.1,6.2,5.2,1.0,6,5,2,EXATAS
479858,159,0,0,0,0,5.3,4.2,5.7,4.6,0.0,4,2,5,DIFICULDADE
182198,160,0,0,0,0,5.6,5.3,4.6,5.6,0.0,4,2,6,DIFICULDADE
751223,161,0,0,0,0,6.1,6.3,5.1,5.4,1.0,2,4,4,EXATAS
316438,162,0,0,0,0,7.3,7.3,7.4,6.4,1.0,5,4,5,MUITO_BOM
578987,163,0,0,1,1,6.7,6.7,0.0,0.0,1.0,2,0,3,DIFICULDADE
687092,164,0,0,0,0,6.0,5.6,6.3,5.6,0.0,4,3,3,EXATAS
928838,165,0,0,0,0,5.1,5.5,5.0,0.0,1.0,3,1,3,DIFICULDADE
449477,166,0,0,0,0,8.6,8.3,8.8,0.0,0.0,17,6,1,EXCELENTE
297474,167,0,0,0,0,7.3,7.0,8.5,0.0,1.0,5,2,1,HUMANAS
223963,168,0,0,0,0,4.8,6.0,4.7,0.0,1.0,2,0,8,EXATAS
572706,169,0,0,0,0,6.8,5.8,5.4,0.0,1.0,3,4,4,EXATAS
819040,170,0,0,0,0,5.6,5.9,4.9,5.4,0.0,3,2,3,DIFICULDADE
916699,171,3,1,1,1,0.0,0.0,0.0,0.0,1.0,6,2,6,DIFICULDADE
275950,172,0,0,0,0,7.4,8.1,6.4,7.2,1.0,3,5,1,EXATAS
111466,173,0,0,0,0,5.8,5.6,4.8,4.8,0.0,2,2,5,DIFICULDADE
988513,174,0,0,0,0,6.4,5.9,5.4,0.0,1.0,2,3,5,EXATAS
274830,175,0,0,0,0,6.2,5.9,5.9,4.9,1.0,3,2,4,DIFICULDADE
589648,176,1,1,3,1,0.0,0.0,0.0,0.0,0.0,14,2,1,DIFICULDADE
189509,177,0,0,0,0,6.8,6.4,5.9,6.1,0.0,12,5,3,EXATAS
380169,178,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
805664,179,0,0,0,0,6.1,6.0,6.2,5.9,1.0,5,1,6,EXATAS
609915,180,0,0,0,0,7.3,7.7,8.2,8.0,0.0,10,5,3,HUMANAS
782851,181,0,0,0,0,6.3,6.6,5.6,5.5,0.0,1,2,7,EXATAS
683384,182,0,0,0,0,7.1,6.0,6.7,6.6,0.0,11,5,3,HUMANAS
751466,183,0,0,0,0,6.0,5.9,5.9,5.2,0.0,2,2,3,DIFICULDADE
223470,184,0,0,0,0,6.4,6.4,5.6,5.8,0.0,2,4,5,EXATAS
919882,185,0,0,0,0,7.3,7.4,6.7,6.5,0.0,13,5,4,HUMANAS
509816,186,0,0,0,0,6.7,6.4,4.8,5.6,0.0,4,2,3,EXATAS
499936,187,0,0,3,1,4.8,5.2,0.0,0.0,1.0,2,5,4,DIFICULDADE
686972,188,0,0,0,0,6.4,5.4,4.5,4.9,1.0,4,5,3,EXATAS
562624,189,0,0,0,0,6.4,5.9,6.9,0.0,1.0,3,2,3,HUMANAS
627850,190,0,0,0,0,7.9,8.1,7.2,6.6,1.0,4,0,3,HUMANAS
281174,191,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,5,3,DIFICULDADE
806648,192,0,0,0,0,4.6,5.3,6.7,4.6,1.0,9,2,2,DIFICULDADE
338318,193,0,0,0,0,5.4,4.6,5.3,5.7,1.0,2,0,3,DIFICULDADE
882962,194,0,0,0,0,6.4,6.3,7.4,0.0,0.0,3,2,6,HUMANAS
971089,195,0,0,0,0,7.1,6.5,5.3,6.2,0.0,2,2,6,EXATAS
621598,196,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
611915,197,0,0,0,0,6.9,6.6,6.1,0.0,0.0,5,0,4,EXATAS
160124,198,0,0,0,0,7.1,7.3,6.2,6.2,0.0,3,2,4,EXATAS
945283,199,0,0,0,0,5.3,5.7,5.5,5.5,0.0,5,2,4,EXATAS
669589,200,0,0,0,0,7.5,7.0,6.9,5.8,0.0,17,6,2,HUMANAS
918460,201,0,0,1,1,5.1,5.3,0.0,0.0,1.0,9,2,6,EXATAS
454461,202,0,0,0,0,6.9,4.6,5.4,5.4,0.0,3,0,4,DIFICULDADE
122467,203,0,0,0,0,7.0,7.7,6.8,0.0,1.0,3,5,3,MUITO_BOM
491025,204,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
670349,205,0,0,0,0,5.4,5.3,5.0,5.6,1.0,3,4,4,DIFICULDADE
655352,206,0,0,0,0,7.8,7.9,8.7,7.7,1.0,5,2,2,EXCELENTE
561340,207,0,0,0,0,6.8,7.0,7.4,5.7,1.0,2,2,5,HUMANAS
697547,208,0,0,0,0,7.1,7.1,7.3,0.0,0.0,16,5,2,MUITO_BOM
685831,209,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,0,3,DIFICULDADE
225253,210,0,0,0,0,7.8,7.8,7.6,7.1,0.0,11,5,4,HUMANAS
355318,211,0,0,0,0,6.5,7.2,7.3,0.0,0.0,7,2,5,HUMANAS
585214,212,0,0,0,0,6.0,6.2,4.8,5.5,0.0,2,4,4,EXATAS
644221,213,0,0,0,0,6.9,7.7,6.5,0.0,0.0,3,3,2,EXATAS
511995,214,0,0,0,0,7.6,7.7,7.7,7.0,1.0,4,4,3,EXCELENTE
519316,215,0,0,0,0,6.9,7.2,5.3,6.4,0.0,11,4,2,EXATAS
767433,216,0,0,0,0,6.7,5.7,5.7,0.0,0.0,18,7,2,EXATAS
719557,217,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFICULDADE
540695,218,1,1,1,3,0.0,0.0,0.0,0.0,1.0,4,2,4,DIFICULDADE
721876,219,0,0,0,0,6.6,6.4,4.7,0.0,0.0,3,2,6,EXATAS
732599,220,0,0,0,0,6.3,5.5,6.9,6.2,0.0,3,2,4,DIFICULDADE
302890,221,3,1,3,3,0.0,0.0,0.0,0.0,0.0,3,3,3,DIFICULDADE
239351,222,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,3,DIFICULDADE
944997,223,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFICULDADE
498264,224,0,0,0,0,6.7,6.9,7.2,6.4,0.0,7,2,5,HUMANAS
641096,225,0,0,0,0,7.1,6.9,7.1,6.4,0.0,12,6,3,HUMANAS
625232,226,0,0,0,0,6.1,5.4,7.0,5.2,0.0,2,2,3,HUMANAS
920941,227,0,0,0,0,7.2,7.3,7.1,6.3,0.0,6,5,3,HUMANAS
502417,228,0,0,0,0,6.2,6.5,7.0,0.0,0.0,4,0,4,HUMANAS
971180,229,0,0,0,0,6.7,5.9,5.5,0.0,1.0,4,0,8,EXATAS
588440,230,0,0,0,0,6.7,7.2,5.2,0.0,1.0,5,0,5,EXATAS
164129,231,0,0,0,0,6.0,5.5,5.1,4.3,0.0,3,5,3,DIFICULDADE
136659,232,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,4,DIFICULDADE
241606,233,0,0,0,0,6.3,4.8,5.5,4.8,1.0,2,5,3,EXATAS
581551,234,0,0,0,0,6.9,7.0,6.2,6.4,1.0,3,2,3,EXATAS
698238,235,1,1,1,3,0.0,0.0,0.0,0.0,0.0,9,4,3,DIFICULDADE
682719,236,0,0,0,0,6.0,5.3,6.4,0.0,1.0,2,3,4,EXATAS
727213,237,0,0,1,1,6.1,5.8,0.0,0.0,0.0,4,3,2,DIFICULDADE
361781,238,0,0,0,0,6.9,6.7,6.4,0.0,1.0,5,5,3,EXATAS
405514,239,0,0,0,0,5.1,7.2,5.6,7.3,0.0,4,6,3,EXATAS
462899,240,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFICULDADE
758626,241,0,0,0,0,6.1,4.9,4.7,0.0,1.0,4,5,5,EXATAS
948921,242,0,0,0,0,6.3,6.6,5.5,0.0,1.0,9,5,1,EXATAS
268987,243,0,0,0,0,5.2,4.8,5.8,6.3,1.0,0,3,6,EXATAS
911780,244,1,1,3,1,0.0,0.0,0.0,0.0,1.0,8,2,6,DIFICULDADE
116766,245,0,0,0,0,6.9,6.6,5.7,6.1,0.0,5,5,1,EXATAS
791456,246,0,0,0,0,6.3,6.7,5.4,5.8,1.0,2,4,6,EXATAS
686762,247,0,0,0,0,5.4,5.2,4.9,5.7,0.0,5,3,5,DIFICULDADE
498936,248,0,0,0,0,6.5,6.2,5.0,0.0,0.0,2,3,5,EXATAS
776246,249,0,0,0,0,5.6,6.7,6.7,5.1,1.0,3,2,4,HUMANAS
807756,250,0,0,0,0,6.9,6.5,5.3,6.0,1.0,2,5,2,EXATAS
696588,251,0,0,0,0,7.1,7.0,5.0,6.5,0.0,10,4,4,EXATAS
645216,252,0,0,0,0,6.2,5.7,5.1,4.3,1.0,5,5,3,EXATAS
895682,253,0,0,0,0,6.7,6.8,5.0,4.8,1.0,4,2,3,EXATAS
784479,254,0,0,0,0,7.4,7.0,6.6,0.0,1.0,17,3,5,MUITO_BOM
818775,255,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,3,4,DIFICULDADE
832418,256,0,0,0,0,5.2,5.8,6.4,0.0,1.0,3,0,4,EXATAS
113932,257,0,0,0,0,5.5,6.0,4.8,4.9,1.0,5,4,3,DIFICULDADE
797286,258,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,0,4,DIFICULDADE
543341,259,0,0,0,0,5.1,5.4,4.5,4.7,1.0,2,4,3,DIFICULDADE
120041,260,0,0,0,0,6.0,6.2,7.5,6.1,0.0,3,1,6,HUMANAS
904726,261,0,0,0,0,6.7,6.4,5.8,5.2,0.0,3,0,8,EXATAS
700098,262,3,1,1,1,0.0,0.0,0.0,0.0,0.0,9,5,3,DIFICULDADE
387834,263,0,0,0,0,5.7,5.9,5.5,5.1,0.0,3,2,4,DIFICULDADE
463676,264,1,3,3,3,0.0,0.0,0.0,0.0,1.0,5,0,8,DIFICULDADE
117279,265,0,0,0,0,6.5,5.9,6.6,5.3,0.0,8,4,2,EXATAS
664807,266,0,0,0,0,6.6,6.2,4.7,0.0,0.0,4,0,2,EXATAS
882587,267,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,3,DIFICULDADE
136830,268,0,0,0,0,6.5,6.3,7.7,0.0,0.0,7,5,2,HUMANAS
885800,269,0,0,0,0,5.7,6.4,5.0,5.4,0.0,5,5,3,EXATAS
926269,270,1,1,3,1,0.0,0.0,0.0,0.0,1.0,12,5,4,DIFICULDADE
733926,271,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,5,3,DIFICULDADE
104208,272,0,0,0,0,6.8,5.5,5.1,6.2,1.0,7,2,6,EXATAS
412164,273,0,0,0,0,6.1,6.6,5.7,0.0,0.0,3,4,3,EXATAS
803357,274,0,0,0,0,5.6,6.1,5.9,4.5,1.0,4,3,3,DIFICULDADE
769242,275,0,0,0,0,6.1,6.0,5.5,5.6,1.0,3,2,3,EXATAS
829244,276,0,0,0,0,7.2,7.2,7.8,7.0,0.0,10,7,1,MUITO_BOM
758685,277,0,0,0,0,6.6,6.7,5.1,6.1,1.0,3,2,6,EXATAS
502082,278,0,0,0,0,6.7,6.7,6.7,5.7,1.0,5,4,6,HUMANAS
465299,279,0,0,0,0,7.1,7.0,5.8,0.0,1.0,4,3,4,EXATAS
872882,280,0,0,0,0,6.0,5.8,7.3,0.0,1.0,2,2,4,HUMANAS
167961,281,0,0,0,0,6.3,6.2,5.0,5.4,0.0,4,5,2,EXATAS
574107,282,0,0,0,0,7.0,5.9,5.1,4.7,0.0,4,4,2,EXATAS
261346,283,0,0,0,0,7.1,5.9,5.6,0.0,1.0,2,5,2,EXATAS
428954,284,1,1,3,1,0.0,0.0,0.0,0.0,0.0,7,5,5,DIFICULDADE
256645,285,0,0,0,0,5.7,4.8,5.1,5.3,1.0,2,5,3,EXATAS
740863,286,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,5,DIFICULDADE
689924,287,3,1,1,1,0.0,0.0,0.0,0.0,0.0,15,5,4,DIFICULDADE
533397,288,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,3,4,DIFICULDADE
355820,289,0,0,0,0,6.2,5.8,5.2,5.2,1.0,2,0,5,EXATAS
713338,290,3,1,1,1,0.0,0.0,0.0,0.0,0.0,5,0,4,DIFICULDADE
641492,291,0,0,0,0,6.6,6.0,4.9,0.0,0.0,15,2,3,EXATAS
295223,292,0,0,1,1,5.9,4.3,0.0,0.0,0.0,11,7,3,DIFICULDADE
849772,293,0,0,0,0,4.6,4.3,6.0,5.4,0.0,9,6,3,EXATAS
370202,294,0,0,0,0,7.5,7.8,9.5,7.8,0.0,4,0,3,MUITO_BOM
